PDBchain   len  method   resol   rfac  freerfac
2J7QA      232  XRAY       1.8  0.157  0.214
2OU6A      190  XRAY       1.8  0.157  0.188
2QSIA      137  XRAY       1.8  0.157  0.201
5BP8A      523  XRAY       1.8  0.158  0.188
1IA6A      441  XRAY       1.8  0.158  0.189
6C0DA      422  XRAY       1.8  0.158  0.177
4LTYA      354  XRAY       1.8  0.158  0.193
2R8WA      332  XRAY       1.8  0.158  0.184
1RHCA      330  XRAY       1.8  0.158  0.188
4GCMA      312  XRAY       1.8  0.158  0.174
5E3QA      302  XRAY       1.8  0.158  0.187
2NUWA      288  XRAY       1.8  0.158  0.179
5XKTA      200  XRAY       1.8  0.158  0.191
4G92A       64  XRAY       1.8  0.158   0.19
5G3TA      423  XRAY       1.8  0.159  0.192
1NARA      290  XRAY       1.8  0.159  NA   
5H4SA      284  XRAY       1.8  0.159  0.205
2QQ5A      260  XRAY       1.8  0.159  0.197
6SA9A      160  XRAY       1.8  0.159  0.195
3SSBC       40  XRAY       1.8  0.159  0.193
3TOYA      383  XRAY       1.8   0.16  0.199
4L7NA      357  XRAY       1.8   0.16  0.198
3BIOA      304  XRAY       1.8   0.16  0.187
6CKTA      284  XRAY       1.8   0.16  0.188
3JUUA      280  XRAY       1.8   0.16  0.199
3GD8A      223  XRAY       1.8   0.16  0.165
7RZOA      171  XRAY       1.8   0.16  0.187
6F91A      764  XRAY       1.8  0.161  0.185
6J0YA      513  XRAY       1.8  0.161  0.185
7S6FA      406  XRAY       1.8  0.161   0.19
3G68A      352  XRAY       1.8  0.161  0.194
4O87A      320  XRAY       1.8  0.161  0.199
6PUGA      271  XRAY       1.8  0.161  0.194
3LLCA      270  XRAY       1.8  0.161  0.185
3OSDA      265  XRAY       1.8  0.161  0.184
4PC4A      245  XRAY       1.8  0.161  0.183
1XFFA      240  XRAY       1.8  0.161  NA   
4LMIA      139  XRAY       1.8  0.161   0.21
6J0YC       58  XRAY       1.8  0.161  0.185
1YR2A      741  XRAY       1.8  0.162  0.186
4DWSA      546  XRAY       1.8  0.162  0.199
6BZNA      522  XRAY       1.8  0.162  0.189
4C12A      501  XRAY       1.8  0.162  0.197
6GCZA      498  XRAY       1.8  0.162  0.197
4IVKA      434  XRAY       1.8  0.162  0.182
4U83A      382  XRAY       1.8  0.162  0.193
2HXVA      360  XRAY       1.8  0.162  0.195
3QLJA      322  XRAY       1.8  0.162  0.194
4NC6A      314  XRAY       1.8  0.162  0.215
6AU8A      283  XRAY       1.8  0.162  0.202
5IF9A      273  XRAY       1.8  0.162  0.191
6B9UA      257  XRAY       1.8  0.162    0.2
6W1IA      197  XRAY       1.8  0.162  0.208
4RO3A      120  XRAY       1.8  0.162  0.196
3EMIA      116  XRAY       1.8  0.162  0.198
6AU8C       43  XRAY       1.8  0.162  0.202
6TO1A     1027  XRAY       1.8  0.163    0.2
5MI4A      727  XRAY       1.8  0.163    0.2
4HL7A      446  XRAY       1.8  0.163  0.201
4F4EA      420  XRAY       1.8  0.163  0.196
3ZH4A      419  XRAY       1.8  0.163  0.204
3PJ0A      359  XRAY       1.8  0.163  0.198
2WUQA      318  XRAY       1.8  0.163  0.201
6MIBA      271  XRAY       1.8  0.163  0.208
6XEXA      264  XRAY       1.8  0.163  0.209
2CX1A      187  XRAY       1.8  0.163  0.192
5C8WA      143  XRAY       1.8  0.163  0.196
2G64A      140  XRAY       1.8  0.163  0.219
3UX2A      130  XRAY       1.8  0.163  0.198
1HPIA       71  XRAY       1.8  0.163  NA   
3W5NA     1043  XRAY       1.8  0.164  0.194
7KNOA      694  XRAY       1.8  0.164   0.19
3R44A      517  XRAY       1.8  0.164  0.199
6AO1A      364  XRAY       1.8  0.164  0.201
4JNQA      345  XRAY       1.8  0.164  0.185
3GN6A      321  XRAY       1.8  0.164  0.192
4BWVA      283  XRAY       1.8  0.164  0.194
1NFFA      260  XRAY       1.8  0.164  0.199
5XEGA      231  XRAY       1.8  0.164  0.208
4UUCA      226  XRAY       1.8  0.164  0.202
1LBUA      213  XRAY       1.8  0.164  NA   
6Q8JA      197  XRAY       1.8  0.164   0.22
1XS1A      193  XRAY       1.8  0.164  0.195
4XCWA      178  XRAY       1.8  0.164  0.199
2NQ3A      173  XRAY       1.8  0.164  0.195
2RGQA      144  XRAY       1.8  0.164  0.196
4ZGMA      122  XRAY       1.8  0.164  0.193
1TR0A      108  XRAY       1.8  0.164  0.202
4LPVA       99  XRAY       1.8  0.164  0.192
1KP6A       79  XRAY       1.8  0.164  0.211
6QYIA      520  XRAY       1.8  0.165  0.172
7KV2AAA    515  XRAY       1.8  0.165  0.194
4F0RA      447  XRAY       1.8  0.165  0.199
4YT3A      410  XRAY       1.8  0.165  0.199
5EVIA      366  XRAY       1.8  0.165  0.201
5E2HA      357  XRAY       1.8  0.165  0.197
4C1LA      262  XRAY       1.8  0.165  0.183
3UB1A      261  XRAY       1.8  0.165  0.198
3MVUA      226  XRAY       1.8  0.165  0.179
4X2HA      193  XRAY       1.8  0.165  0.187
6FKGA      186  XRAY       1.8  0.165  0.211
4X2HB      183  XRAY       1.8  0.165  0.187
6P7LA      172  XRAY       1.8  0.165  0.205
6FKGC      115  XRAY       1.8  0.165  0.211
4RSCA      533  XRAY       1.8  0.166  0.196
7ESXA      499  XRAY       1.8  0.166  0.198
6ZVMAAA    438  XRAY       1.8  0.166  0.203
7BXPA      411  XRAY       1.8  0.166  0.195
5B0RA      363  XRAY       1.8  0.166  0.193
4AY7A      348  XRAY       1.8  0.166  0.213
3UF6A      291  XRAY       1.8  0.166  0.209
3LV8A      236  XRAY       1.8  0.166  0.204
2OMKA      231  XRAY       1.8  0.166    0.2
4MTSA      131  XRAY       1.8  0.166  0.201
5I0HA      741  XRAY       1.8  0.167   0.19
4HR3A      415  XRAY       1.8  0.167  0.194
4LW2A      404  XRAY       1.8  0.167  0.212
6M4JA      348  XRAY       1.8  0.167   0.19
6A6OA      283  XRAY       1.8  0.167   0.19
3BKPA      232  XRAY       1.8  0.167  0.219
5N2IA      232  XRAY       1.8  0.167  0.214
3PYWA      203  XRAY       1.8  0.167  0.189
3QBMA      199  XRAY       1.8  0.167  0.213
3TVKA      179  XRAY       1.8  0.167  0.201
2Q48A      166  XRAY       1.8  0.167  0.214
2A4VA      159  XRAY       1.8  0.167  0.215
5M1XA      134  XRAY       1.8  0.167  0.214
6E4OA       71  XRAY       1.8  0.167  0.197
4WJSA      485  XRAY       1.8  0.168  0.211
4ADIA      473  XRAY       1.8  0.168  0.183
4LCLA      433  XRAY       1.8  0.168  0.191
6A3FA      410  XRAY       1.8  0.168  0.202
4K90A      389  XRAY       1.8  0.168  0.198
1FC6A      388  XRAY       1.8  0.168  0.237
4IZHA      381  XRAY       1.8  0.168   0.18
2HKEA      380  XRAY       1.8  0.168  0.208
3UWCA      374  XRAY       1.8  0.168  0.188
5CZCA      328  XRAY       1.8  0.168  0.216
6XEPA      328  XRAY       1.8  0.168  0.204
4DYVA      272  XRAY       1.8  0.168  0.205
3SK9A      265  XRAY       1.8  0.168  0.195
7RWSA      264  XRAY       1.8  0.168  0.191
3KS6A      250  XRAY       1.8  0.168  0.205
4G7AA      248  XRAY       1.8  0.168  0.203
5FAIA      232  XRAY       1.8  0.168  0.183
4K90B      215  XRAY       1.8  0.168  0.198
3CANA      182  XRAY       1.8  0.168  0.182
4FFUA      176  XRAY       1.8  0.168  0.197
3F4AA      169  XRAY       1.8  0.168  0.211
5MGRA      146  XRAY       1.8  0.168  0.202
5K21A      141  XRAY       1.8  0.168  0.195
5OYAI      139  XRAY       1.8  0.168  0.192
2Q03A      138  XRAY       1.8  0.168  0.183
3IC3A      101  XRAY       1.8  0.168  0.195
1H0HA      977  XRAY       1.8  0.169  0.201
3B4WA      495  XRAY       1.8  0.169  0.196
4XZAA      482  XRAY       1.8  0.169  0.202
7OW9A      400  XRAY       1.8  0.169    0.2
5IYZF      384  XRAY       1.8  0.169  0.202
3BV6A      379  XRAY       1.8  0.169  0.208
7CBRA      376  XRAY       1.8  0.169  0.182
1FN9A      365  XRAY       1.8  0.169  0.195
4LSBA      294  XRAY       1.8  0.169  0.211
4YWJA      276  XRAY       1.8  0.169  0.201
1YX1A      264  XRAY       1.8  0.169  0.202
2A40B      260  XRAY       1.8  0.169  0.215
6OZFA      225  XRAY       1.8  0.169  0.198
2XBUA      221  XRAY       1.8  0.169  0.206
5UCVA      217  XRAY       1.8  0.169  0.207
1H0HB      214  XRAY       1.8  0.169  0.201
3RLOA      204  XRAY       1.8  0.169  0.192
2BEPA      159  XRAY       1.8  0.169   0.22
5IYZE      143  XRAY       1.8  0.169  0.202
4QBSA      138  XRAY       1.8  0.169  0.203
3LS0A      133  XRAY       1.8  0.169  0.208
2Q3VA      130  XRAY       1.8  0.169  0.218
6EDWA      786  XRAY       1.8   0.17  0.203
7BWBA      488  XRAY       1.8   0.17  0.213
6LQLA      453  XRAY       1.8   0.17  0.188
7RT0A      421  XRAY       1.8   0.17  0.193
4YD8A      411  XRAY       1.8   0.17    0.2
3P24A      397  XRAY       1.8   0.17  0.204
2NQLA      388  XRAY       1.8   0.17  0.201
6RK7A      382  XRAY       1.8   0.17  0.194
4USXA      371  XRAY       1.8   0.17  0.204
3LZWA      332  XRAY       1.8   0.17  0.196
4EUUA      319  XRAY       1.8   0.17  0.194
1H6UA      308  XRAY       1.8   0.17  0.217
3RU6A      303  XRAY       1.8   0.17  0.203
1RQPA      299  XRAY       1.8   0.17  0.217
3DDJA      296  XRAY       1.8   0.17  0.206
4I0NA      289  XRAY       1.8   0.17  0.205
3DAOA      283  XRAY       1.8   0.17  0.208
5EXPA      260  XRAY       1.8   0.17   0.21
3DS8A      254  XRAY       1.8   0.17  0.204
5EWPA      252  XRAY       1.8   0.17  0.192
5EWTA      247  XRAY       1.8   0.17  0.199
3JR2A      218  XRAY       1.8   0.17  0.202
5L0LA      215  XRAY       1.8   0.17  0.189
5LC2A      205  XRAY       1.8   0.17  0.209
3CVOA      202  XRAY       1.8   0.17  0.194
2IG6A      150  XRAY       1.8   0.17  0.198
1PCHA       88  XRAY       1.8   0.17  NA   
4B2NA      662  XRAY       1.8  0.171   0.22
3CL5A      377  XRAY       1.8  0.171  0.188
6UJ5A      375  XRAY       1.8  0.171  0.205
5CE9A      339  XRAY       1.8  0.171  0.188
2H98A      313  XRAY       1.8  0.171  0.232
4F9UA      312  XRAY       1.8  0.171  0.225
7LOLA      306  XRAY       1.8  0.171  0.195
4L00A      304  XRAY       1.8  0.171  0.203
3DUPA      300  XRAY       1.8  0.171  0.208
5J3UA      261  XRAY       1.8  0.171  0.204
1ZZMA      259  XRAY       1.8  0.171  0.231
1DXEA      256  XRAY       1.8  0.171  0.194
6EDKA      217  XRAY       1.8  0.171  0.194
4TX5A      192  XRAY       1.8  0.171  0.202
2I7AA      174  XRAY       1.8  0.171  0.197
3B7YA      153  XRAY       1.8  0.171  0.209
3IRBA      145  XRAY       1.8  0.171    0.2
3FG8A      118  XRAY       1.8  0.171  0.223
6CCDA      111  XRAY       1.8  0.171  0.208
6J5DA      101  XRAY       1.8  0.171  0.189
7BU5A       98  XRAY       1.8  0.171  0.206
7BU5B       61  XRAY       1.8  0.171  0.206
1M0WA      491  XRAY       1.8  0.172  0.196
6L7HA      474  XRAY       1.8  0.172  0.219
1ZJCA      418  XRAY       1.8  0.172  0.212
3T8IA      306  XRAY       1.8  0.172  0.214
5J49A      301  XRAY       1.8  0.172  0.207
2J1PA      293  XRAY       1.8  0.172  0.209
1EOKA      290  XRAY       1.8  0.172  0.203
3GKBA      287  XRAY       1.8  0.172  0.206
4RK0A      274  XRAY       1.8  0.172  0.223
5LW6A      255  XRAY       1.8  0.172  0.214
6KRYA      227  XRAY       1.8  0.172  0.207
2H1TA      188  XRAY       1.8  0.172  0.213
6FMGA      140  XRAY       1.8  0.172  0.197
6VVRA      123  XRAY       1.8  0.172  0.205
1W4VA      119  XRAY       1.8  0.172  0.228
4N68A      113  XRAY       1.8  0.172  0.219
5NOHA      103  XRAY       1.8  0.172   0.21
1KVEB       77  XRAY       1.8  0.172  NA   
1KVEA       63  XRAY       1.8  0.172  NA   
7EIQA     1021  XRAY       1.8  0.173  0.213
2DKHA      639  XRAY       1.8  0.173  0.198
1V02A      565  XRAY       1.8  0.173   0.21
3A9IA      376  XRAY       1.8  0.173  0.213
6F4VA      341  XRAY       1.8  0.173  0.196
4KNUA      285  XRAY       1.8  0.173  0.209
3FLAA      267  XRAY       1.8  0.173  0.202
3EC4A      228  XRAY       1.8  0.173  0.215
3DN7A      194  XRAY       1.8  0.173   0.19
3SHOA      187  XRAY       1.8  0.173  0.209
1MGTA      174  XRAY       1.8  0.173  0.218
1YTLA      174  XRAY       1.8  0.173  0.214
4CHEA      168  XRAY       1.8  0.173  0.192
3U1DA      151  XRAY       1.8  0.173  0.194
1VLAA      150  XRAY       1.8  0.173  0.221
2TGIA      112  XRAY       1.8  0.173  NA   
4LIJA       90  XRAY       1.8  0.173  0.199
6S5ZA       85  XRAY       1.8  0.173  0.224
7CIZD       75  XRAY       1.8  0.173  0.214
7CIZC       70  XRAY       1.8  0.173  0.214
7D0PB       50  XRAY       1.8  0.173  0.226
6F4VG       40  XRAY       1.8  0.173  0.196
2IIDA      498  XRAY       1.8  0.174   0.21
1LFWA      470  XRAY       1.8  0.174  NA   
5UKIA      351  XRAY       1.8  0.174   0.21
5CHSA      347  XRAY       1.8  0.174    0.2
4WY2A      319  XRAY       1.8  0.174  0.202
2QHPA      296  XRAY       1.8  0.174  0.215
7COIA      287  XRAY       1.8  0.174  0.204
2PBPA      258  XRAY       1.8  0.174  0.207
3S4YA      247  XRAY       1.8  0.174  0.203
5BUWA      196  XRAY       1.8  0.174  0.197
1ATZA      189  XRAY       1.8  0.174   0.24
4NV4A      176  XRAY       1.8  0.174  0.199
3IHTA      174  XRAY       1.8  0.174  0.194
4YJWA      169  XRAY       1.8  0.174  0.195
2FU0A      160  XRAY       1.8  0.174  0.221
6H49A      157  XRAY       1.8  0.174  0.216
2W9YA      140  XRAY       1.8  0.174  0.251
5XZTA      107  XRAY       1.8  0.174  0.199
2FU4A       83  XRAY       1.8  0.174  0.215
6WI6A       58  XRAY       1.8  0.174  0.215
6K8SA      695  XRAY       1.8  0.175  0.204
5ZN6A      687  XRAY       1.8  0.175  0.195
5MEDA      569  XRAY       1.8  0.175  0.203
2POCA      367  XRAY       1.8  0.175  0.206
5D6OA      349  XRAY       1.8  0.175   0.21
4N4PA      296  XRAY       1.8  0.175  0.207
4W4OC      280  XRAY       1.8  0.175  0.215
3LHOA      267  XRAY       1.8  0.175  0.207
5W5BA      236  XRAY       1.8  0.175  0.218
1YACA      208  XRAY       1.8  0.175  0.196
4YOKA      204  XRAY       1.8  0.175  0.214
2R2CA      183  XRAY       1.8  0.175  0.201
6A2WA      167  XRAY       1.8  0.175  0.197
2XVSA      166  XRAY       1.8  0.175  0.236
4XJYA      164  XRAY       1.8  0.175  0.213
1C44A      123  XRAY       1.8  0.175  0.244
3AG7A      106  XRAY       1.8  0.175  0.231
1LENB       52  XRAY       1.8  0.175  NA   
3L4YA      875  XRAY       1.8  0.176  0.214
1X1IA      752  XRAY       1.8  0.176  0.204
4E8DA      595  XRAY       1.8  0.176   0.21
3S8GA      569  XRAY       1.8  0.176  0.196
6KLIA      550  XRAY       1.8  0.176  0.201
3UG3A      504  XRAY       1.8  0.176  0.197
6HNUA      491  XRAY       1.8  0.176  0.219
2GI3A      476  XRAY       1.8  0.176  0.201
1CI9A      392  XRAY       1.8  0.176  0.235
3QN1B      337  XRAY       1.8  0.176  0.218
1TOAA      313  XRAY       1.8  0.176  0.203
1ML4A      308  XRAY       1.8  0.176  0.212
3BL9A      301  XRAY       1.8  0.176  0.222
4TVEA      278  XRAY       1.8  0.176  0.212
4LE3A      252  XRAY       1.8  0.176  0.217
3CTKA      248  XRAY       1.8  0.176  0.202
1HXNA      219  XRAY       1.8  0.176  NA   
4NT1A      207  XRAY       1.8  0.176  0.213
6V98A      203  XRAY       1.8  0.176  0.217
1JWQA      179  XRAY       1.8  0.176  0.206
2GEYA      158  XRAY       1.8  0.176  0.197
2FSXA      148  XRAY       1.8  0.176  0.218
3E11A      114  XRAY       1.8  0.176  0.204
6NRQA      113  XRAY       1.8  0.176  0.205
6NRQB      113  XRAY       1.8  0.176  0.205
2OAIA       94  XRAY       1.8  0.176    0.2
5GJOA      394  XRAY       1.8  0.177  0.197
6L5OA      372  XRAY       1.8  0.177   0.21
2WXUA      370  XRAY       1.8  0.177  0.216
6H21A      345  XRAY       1.8  0.177  0.211
6C33A      319  XRAY       1.8  0.177  0.205
4X7KA      317  XRAY       1.8  0.177  0.196
2HQYA      305  XRAY       1.8  0.177  0.211
1H72C      296  XRAY       1.8  0.177  0.207
2UWAA      274  XRAY       1.8  0.177    0.2
4XSGB      219  XRAY       1.8  0.177  0.223
4DJTA      218  XRAY       1.8  0.177  0.216
4YN8A      203  XRAY       1.8  0.177  0.202
3MN1A      189  XRAY       1.8  0.177  0.222
3KBYA      145  XRAY       1.8  0.177  0.201
2SICI      107  XRAY       1.8  0.177  NA   
2Y43A       99  XRAY       1.8  0.177  0.223
5GMUA       90  XRAY       1.8  0.177  0.215
6EPZA      683  XRAY       1.8  0.178  0.195
3O0QA      644  XRAY       1.8  0.178   0.21
4EQLA      581  XRAY       1.8  0.178  0.205
4A2BA      419  XRAY       1.8  0.178  0.223
2XXLA      408  XRAY       1.8  0.178  0.203
2QGYA      391  XRAY       1.8  0.178  0.222
3LY1A      354  XRAY       1.8  0.178  0.206
5Y1AA      344  XRAY       1.8  0.178  0.211
3TBDA      338  XRAY       1.8  0.178  0.227
1YPFA      336  XRAY       1.8  0.178  0.238
5VJWA      309  XRAY       1.8  0.178  0.199
4GXBA      280  XRAY       1.8  0.178  0.204
4L63A      266  XRAY       1.8  0.178  0.197
2FX5A      258  XRAY       1.8  0.178  NA   
2RASA      212  XRAY       1.8  0.178  0.206
1MR7A      209  XRAY       1.8  0.178  0.207
2NYIA      195  XRAY       1.8  0.178  0.214
3N1UA      191  XRAY       1.8  0.178  0.217
4HGNA      176  XRAY       1.8  0.178  0.218
3EXNA      160  XRAY       1.8  0.178  0.219
6K2HA      150  XRAY       1.8  0.178  0.222
2I02A      148  XRAY       1.8  0.178  0.204
3BB9A      148  XRAY       1.8  0.178  0.228
2Z0TA      109  XRAY       1.8  0.178   0.21
3RCOA       89  XRAY       1.8  0.178   0.23
4Q2UA       86  XRAY       1.8  0.178  0.215
5JBDA      893  XRAY       1.8  0.179  0.208
3VQTA      548  XRAY       1.8  0.179  0.218
6IS0A      496  XRAY       1.8  0.179  0.214
1C3CA      429  XRAY       1.8  0.179  0.207
3G7QA      417  XRAY       1.8  0.179  0.196
3CAIA      406  XRAY       1.8  0.179  0.215
1RYIA      382  XRAY       1.8  0.179  0.214
5SYRA      352  XRAY       1.8  0.179  0.216
1VKNA      351  XRAY       1.8  0.179  0.212
5LJWA      347  XRAY       1.8  0.179  0.206
1AL3A      324  XRAY       1.8  0.179  0.246
5XLVA      312  XRAY       1.8  0.179  0.213
3BS6A      280  XRAY       1.8  0.179  0.213
3I8SA      274  XRAY       1.8  0.179  0.217
5FTWA      256  XRAY       1.8  0.179  0.237
6F2MA      217  XRAY       1.8  0.179  0.203
6ATGB      214  XRAY       1.8  0.179  0.207
3RF0A      209  XRAY       1.8  0.179  0.228
2NP5A      203  XRAY       1.8  0.179  0.219
4ZCRA      180  XRAY       1.8  0.179  0.232
2WY3B      158  XRAY       1.8  0.179  0.213
4QKIA      135  XRAY       1.8  0.179  0.244
1LY2A      130  XRAY       1.8  0.179  0.234
3V4MA      105  XRAY       1.8  0.179  0.207
5FIIA      102  XRAY       1.8  0.179  0.222
6W7ZB       99  XRAY       1.8  0.179  0.211
5UL3A      744  XRAY       1.8   0.18  0.212
4KA7A      714  XRAY       1.8   0.18  0.199
6ZHKA      466  XRAY       1.8   0.18  0.222
2CDUA      452  XRAY       1.8   0.18  0.223
3NRSA      437  XRAY       1.8   0.18  0.192
6FNWA      417  XRAY       1.8   0.18  0.208
6KD0A      343  XRAY       1.8   0.18  0.199
1RJDA      334  XRAY       1.8   0.18  0.215
6A9WA      320  XRAY       1.8   0.18  0.218
6HS5A      275  XRAY       1.8   0.18  0.226
1E0CA      271  XRAY       1.8   0.18   0.23
3RQ4A      247  XRAY       1.8   0.18  0.221
2XB4A      223  XRAY       1.8   0.18  0.212
5N2CA      185  XRAY       1.8   0.18  0.219
1CJWA      166  XRAY       1.8   0.18   0.23
5ELHA      145  XRAY       1.8   0.18  0.215
3DM8A      143  XRAY       1.8   0.18  0.216
4WANA      129  XRAY       1.8   0.18  0.206
5K3QA      101  XRAY       1.8   0.18  0.229
3IUJA      693  XRAY       1.8  0.181  0.218
6D6WA      603  XRAY       1.8  0.181  0.229
5TROA      573  XRAY       1.8  0.181  0.209
5KOXA      476  XRAY       1.8  0.181  0.215
6NC9A      475  XRAY       1.8  0.181    0.2
3WRZA      367  XRAY       1.8  0.181  0.221
6TBYAAA    353  XRAY       1.8  0.181  0.212
6XBOA      330  XRAY       1.8  0.181  0.198
6MF4A      290  XRAY       1.8  0.181  0.197
5DDTA      232  XRAY       1.8  0.181  0.215
3VBJA      205  XRAY       1.8  0.181  0.228
2IF6A      186  XRAY       1.8  0.181  0.231
2IT9A      127  XRAY       1.8  0.181  0.213
2SAKA      121  XRAY       1.8  0.181  0.237
1T6T1      118  XRAY       1.8  0.181  0.208
2VM5A      106  XRAY       1.8  0.181   0.22
6TJUAAA     69  XRAY       1.8  0.181  0.246
6GQNA       62  XRAY       1.8  0.181  0.225
3FF5A       54  XRAY       1.8  0.181  0.211
4FNQA      729  XRAY       1.8  0.182  0.209
4C2EA      446  XRAY       1.8  0.182  0.191
4QNWA      392  XRAY       1.8  0.182  0.221
1DL5A      317  XRAY       1.8  0.182  0.203
